has_affiliate,has_sponsorships,has_merchandise,sponsorship_frequency,affiliate_frequency,merch_frequency,channel_id,category_cc
False,False,True,0.0,0.0,0.02,UC9TO_oo4c_LrOiKNaY6aysA,Music
False,False,False,0.0,0.0,0.0,UC6-F5tO8uklgE9Zy8IvbdFw,Entertainment
False,False,True,0.0,0.0,1.0,UCANLZYMidaCbLQFWXBC95Jg,Music
False,False,False,0.0,0.0,0.0,UC2xskkQVFEpLcGFnNSLQY0A,Music
False,False,False,0.0,0.0,0.0,UC20vb-R_px4CguHzzBPhoyQ,Music
False,False,False,0.0,0.0,0.0,UCiGm_E4ZwYSHV3bcW1pnSeQ,Music
False,False,True,0.0,0.0,0.16,UC-8Q-hLdECwQmaWNwXitYDw,Music
False,False,False,0.0,0.0,0.0,UCKqx9r4mrFglauNBJc1L_eg,Entertainment
False,True,False,0.72,0.0,0.0,UCRx3mKNUdl8QE06nEug7p6Q,Education
False,True,True,0.02,0.0,0.14,UCY30JRSgfhYXA6i6xX1erWg,Comedy
True,True,False,0.02,0.16,0.0,UC7_YxT-KID8kRbqZo7MyscQ,Gaming
False,True,True,0.12,0.0,0.98,UCKqH_9mk1waLgBiL2vT5b9g,Gaming
False,False,False,0.0,0.0,0.0,UC_aEa8K-EOJ3D6gOs7HcyNg,Music
False,False,False,0.0,0.0,0.0,UCAvCL8hyXjSUHKEGuUPr1BA,Music
False,False,False,0.0,0.0,0.0,UCstEtN0pgOmCf02EdXsGChw,Entertainment
False,False,False,0.0,0.0,0.0,UCKAqou7V9FAWXpZd9xtOg3Q,Education
False,False,True,0.0,0.0,0.34,UCM9r1xn6s30OnlJWb-jc3Sw,Music
False,False,False,0.0,0.0,0.0,UChGJGhZ9SOOHvBB0Y4DOO_w,Entertainment
False,False,False,0.0,0.0,0.0,UC8-Th83bH_thdKZDJCrn88g,Comedy
False,False,True,0.0,0.0,0.02,UCt-k6JwNWHMXDBGm9IYHdsg,Music
False,False,False,0.0,0.0,0.0,UC4NALVCmcmL5ntpV0thoH6w,Music
False,False,True,0.0,0.0,0.74,UCYzPXprvl5Y-Sf0g4vX-m6g,Gaming
True,True,True,0.02,0.42,0.72,UCV9_KinVpV-snHe3C3n1hvA,Comedy
False,False,False,0.0,0.0,0.0,UCppHT7SZKKvar4Oc9J4oljQ,Entertainment
False,True,False,0.02,0.0,0.0,UCq-Fj5jknLsUf-MWSy4_brA,Music
False,True,True,0.06,0.0,0.96,UCAW-NpUFkMyCNrvRSSGIvDQ,Gaming
False,False,False,0.0,0.0,0.0,UCbW18JZRgko_mOGm5er8Yzg,Music
False,False,False,0.0,0.0,0.0,UC-yXuc1__OzjwpsJPlxYUCQ,Music
False,True,False,0.12,0.0,0.0,UC55IWqFLDH1Xp7iu1_xknRA,Entertainment
False,False,False,0.0,0.0,0.0,UCsPF3cApzCohxPp5oKdoWSQ,Education
False,False,True,0.0,0.0,0.2,UCS5Oz6CHmeoF7vSad0qqXfw,Gaming
False,False,False,0.0,0.0,0.0,UCBR8-60-B28hp2BmDPdntcQ,Entertainment
False,False,False,0.0,0.0,0.0,UCP6uH_XlsxrXwZQ4DlqbqPg,Music
False,True,False,0.02,0.0,0.0,UCJ0uqCI0Vqr2Rrt1HseGirg,Entertainment
False,True,False,0.08,0.0,0.0,UCX52tYZiEh_mHoFja3Veciw,Entertainment
False,False,True,0.0,0.0,1.0,UCaWd5_7JhbQBe4dknZhsHJg,Entertainment
False,False,False,0.0,0.0,0.0,UCBVjMGOIkavEAhyqpxJ73Dw,Music
False,False,False,0.0,0.0,0.0,UCpDJl2EmP7Oh90Vylx0dZtA,Music
False,False,True,0.0,0.0,0.68,UCSAUGyc_xA8uYzaIVG6MESQ,Entertainment
False,False,False,0.0,0.0,0.0,UC4rasfm9J-X4jNl9SvXp8xA,Music
False,False,False,0.0,0.0,0.0,UCEf_Bc-KVd7onSeifS3py9g,Music
False,False,False,0.0,0.0,0.0,UC1l7wYrva1qCH-wgqcHaaRg,Music
False,False,False,0.0,0.0,0.0,UCVtFOytbRpEvzLjvqGG5gxQ,Entertainment
False,False,True,0.0,0.0,0.16,UCT9zcQNlyht7fRlcjmflRSA,Music
False,False,False,0.0,0.0,0.0,UCcvNYxWXR_5TjVK7cSCdW-g,Music
False,False,True,0.0,0.0,0.12,UCF1JIbMUs6uqoZEY1Haw0GQ,Entertainment
False,True,False,0.44,0.0,0.0,UCsRM0YB_dabtEPGPTKo-gcw,Music
False,True,True,0.7,0.0,0.12,UCbTLwN10NoCU4WDzLf1JMOA,Film and Animation
False,False,False,0.0,0.0,0.0,UCmL1WlDI8UkXDXCXcBQN9CA,Entertainment
False,False,False,0.0,0.0,0.0,UCaayLD9i5x4MmIoVZxXSv_g,Music
False,False,False,0.0,0.0,0.0,UCLsooMJoIpl_7ux2jvdPB-Q,Education
False,False,True,0.0,0.0,0.86,UCVp3nfGRxmMadNDuVbJSk8A,Music
False,False,False,0.0,0.0,0.0,UCG8rbF3g2AMX70yOd8vqIZg,Entertainment
False,False,True,0.0,0.0,0.82,UC3jOd7GUMhpgJRBhiLzuLsg,Music
False,True,False,0.06,0.0,0.0,UCq3Ci-h945sbEYXpVlw7rJg,Music
False,False,True,0.0,0.0,1.0,UC9gFih9rw0zNCK3ZtoKQQyA,Comedy
False,False,True,0.0,0.0,0.02,UCsT0YIqwnpJCM-mx7-gSA4Q,Nonprofits & Activism
False,True,False,0.08,0.0,0.0,UC0v-tlzsn0QZwJnkiaUSJVQ,Entertainment
False,False,False,0.0,0.0,0.0,UCcgVECVN4OKV6DH1jLkqmcA,People & Blogs
False,False,False,0.0,0.0,0.0,UC1ciY6kR3yj3kaKZ6R7ewAg,Education
False,False,False,0.0,0.0,0.0,UCByOQJjav0CUDwxCk-jVNRQ,Music
False,False,False,0.0,0.0,0.0,UCtW7qWjpCZ8zps-Cf2NF26w,Music
False,True,False,0.02,0.0,0.0,UCWi_65E_L8tQZ34C6wVAlpQ,Music
False,False,False,0.0,0.0,0.0,UCw8ZhLPdQ0u_Y-TLKd61hGA,Entertainment
False,False,False,0.0,0.0,0.0,UCGnjeahCJW1AF34HBmQTJ-Q,Music
False,False,False,0.0,0.0,0.0,UCwD4x63A9KC7Si2RuSfg-SA,Entertainment
False,False,True,0.0,0.0,0.28,UC-6czyMkxDi8E8akPl0c7_w,Music
False,False,False,0.0,0.0,0.0,UCpko_-a4wgz2u_DgDgd9fqA,People & Blogs
False,False,False,0.0,0.0,0.0,UCweOkPb1wVVH0Q0Tlj4a5Pw,Entertainment
False,False,True,0.0,0.0,0.02,UCEKWXRsfUHkan-D_ljU8Asw,Entertainment
False,True,True,0.12,0.0,0.54,UC7TTtOQKMXTWWMtWQMIgVSA,Entertainment
False,False,False,0.0,0.0,0.0,UCuHzBCaKmtaLcRAOoazhCPA,Music
False,False,False,0.0,0.0,0.0,UCcYrdFJF7hmPXRNaWdrko4w,Music
False,False,False,0.0,0.0,0.0,UCkAGrHCLFmlK3H2kd6isipg,Comedy
False,True,False,0.02,0.0,0.0,UC2pmfLm7iq6Ov1UwYrWYkZA,Music
False,False,True,0.0,0.0,0.08,UC_vcKmg67vjMP7ciLnSxSHQ,Entertainment
False,False,True,0.0,0.0,0.56,UC0VOyT2OCBKdQhF3BAbZ-1g,Music
False,False,False,0.0,0.0,0.0,UCmBA_wu8xGg1OfOkfW13Q0Q,Music
True,False,False,0.0,0.02,0.0,UCgFXm4TI8htWmCyJ6cVPG_A,Entertainment
True,False,False,0.0,0.14,0.0,UClZF7OsrECe3t_ADrjZEh_Q,Music
False,False,False,0.0,0.0,0.0,UC_TVqp_SyG6j5hG-xVRy95A,Music
False,True,False,0.02,0.0,0.0,UCLp8RBhQHu9wSsq62j_Md6A,Music
False,False,True,0.0,0.0,0.02,UCxSz6JVYmzVhtkraHWZC7HQ,Comedy
False,False,True,0.0,0.0,0.12,UCmv1CLT6ZcFdTJMHxaR9XeA,Music
False,False,False,0.0,0.0,0.0,UCgwv23FVv3lqh567yagXfNg,Music
False,False,False,0.0,0.0,0.0,UC2etEuPIfohP4P53wM0KImA,Howto & Style
False,False,False,0.0,0.0,0.0,UC_x8HoD18XJkILQBreVENUQ,Music
False,False,True,0.0,0.0,0.04,UC0WP5P-ufpRfjbNrmOWwLBQ,Music
False,False,False,0.0,0.0,0.0,UCIjYyZxkFucP_W-tmXg_9Ow,Music
False,False,False,0.0,0.0,0.0,UCWwWOFsW68TqXE-HZLC3WIA,People & Blogs
False,False,False,0.0,0.0,0.0,UCPHjpfnnGklkRBBTd0k6aHg,Music
False,False,True,0.0,0.0,0.84,UCpGdL9Sn3Q5YWUH2DVUW1Ug,Gaming
False,False,True,0.0,0.0,0.36,UCeLHszkByNZtPKcaVXOCOQQ,Music
False,False,False,0.0,0.0,0.0,UCucot-Zp428OwkyRm2I7v2Q,Entertainment
False,False,True,0.0,0.0,0.02,UC6pjHMC4QXMi4llCCjtDXWg,Music
False,False,True,0.0,0.0,1.0,UCpB959t8iPrxQWj7G6n0ctQ,Entertainment
False,False,False,0.0,0.0,0.0,UCN9HPn2fq-NL8M5_kp4RWZQ,Music
False,True,True,0.1,0.0,0.98,UCYVinkwSX7szARULgYpvhLw,Gaming
False,True,False,0.02,0.0,0.0,UCttspZesZIDEwwpVIgoZtWQ,News & Politics
True,True,True,0.02,0.02,0.68,UCqwUrj10mAEsqezcItqvwEw,Entertainment
True,True,False,0.1,0.16,0.0,UCsTcErHg8oDvUnTzoqsYeNw,Science & Technology
False,False,False,0.0,0.0,0.0,UCCrw5RBWF9i8VPt4IxL8IsQ,Film and Animation
False,True,False,0.02,0.0,0.0,UCRWFSbif-RFENbBrSiez1DA,News & Politics
False,False,False,0.0,0.0,0.0,UCwppdrjsBPAZg5_cUwQjfMQ,Music
False,False,False,0.0,0.0,0.0,UCDPM_n1atn2ijUwHd0NNRQw,Music
True,False,True,0.0,0.68,0.68,UC4PooiX37Pld1T8J5SYT-SQ,Entertainment
False,False,False,0.0,0.0,0.0,UCAuUUnT6oDeKwE6v1NGQxug,People & Blogs
False,True,False,0.04,0.0,0.0,UCa6vGFO9ty8v5KZJXQxdhaw,Entertainment
False,False,True,0.0,0.0,0.6,UC0DZmkupLYwc0yDsfocLh0A,Gaming
False,False,False,0.0,0.0,0.0,UCZkURf9tDolFOeuw_4RD7XQ,Entertainment
False,True,False,0.02,0.0,0.0,UC7eHZXheF8nVOfwB2PEslMw,Comedy
False,True,False,0.4,0.0,0.0,UComP_epzeKzvBX156r6pm1Q,Music
False,False,False,0.0,0.0,0.0,UCi9cDo6239RAzPpBZO9y5SA,Comedy
False,True,False,0.02,0.0,0.0,UCJFp8uSYCjXOMnkUyb3CQ3Q,Howto & Style
False,False,False,0.0,0.0,0.0,UCkvK_5omS-42Ovgah8KRKtg,Howto & Style
False,False,False,0.0,0.0,0.0,UC_W0_Nv-3rxpWVvosddhrPw,Entertainment
False,True,False,0.16,0.0,0.0,UC6E2mP01ZLH_kbAyeazCNdg,Pets & Animals
False,False,False,0.0,0.0,0.0,UCCI5Xsd_gCbZb9eTeOf9FdQ,Entertainment
False,False,False,0.0,0.0,0.0,UCgtNC51EUSgcZ6kKyVoPxKA,Music
False,False,True,0.0,0.0,0.3,UCZU9T1ceaOgwfLRq7OKFU4Q,Music
False,False,False,0.0,0.0,0.0,UCN1hnUccO4FD5WfM7ithXaw,Music
False,False,False,0.0,0.0,0.0,UCD1Em4q90ZUK2R5HKesszJg,Gaming
False,False,False,0.0,0.0,0.0,UC6nSFpj9HTCZ5t-N3Rm3-HA,Science & Technology
False,False,True,0.0,0.0,0.3,UCNL1ZadSjHpjm4q9j2sVtOA,People & Blogs
False,False,True,0.0,0.0,0.72,UCjK8ORC71kwyj1DWFwril_A,Music
False,False,True,0.0,0.0,0.9,UCOhHO2ICt0ti9KAh-QHvttQ,Science & Technology
False,False,False,0.0,0.0,0.0,UC-SV8-bUJfXjrRMnp7F8Wzw,People & Blogs
False,False,False,0.0,0.0,0.0,UC57XAjJ04TY8gNxOWf-Sy0Q,Howto & Style
False,True,False,0.02,0.0,0.0,UCHwBjRoGO1V-H8QYXjSVHkQ,Entertainment
False,True,False,0.02,0.0,0.0,UCfm4y4rHF5HGrSr-qbvOwOg,Comedy
False,True,False,0.06,0.0,0.0,UCjtLOfx1yt1NlnFIDyAX3Ug,Entertainment
False,False,False,0.0,0.0,0.0,UCzI7wZyqk7jpXWT_MILjepw,Music
False,False,True,0.0,0.0,0.44,UCMNmwqCtCSpftrbvR3KkHDA,Entertainment
False,False,True,0.0,0.0,0.92,UCMu5gPmKp5av0QCAajKTMhw,Entertainment
False,False,False,0.0,0.0,0.0,UCPDis9pjXuqyI7RYLJ-TTSA,Comedy
False,False,False,0.0,0.0,0.0,UCyxbZF7_PK4nLiexj0kkCNg,Music
False,False,False,0.0,0.0,0.0,UCT2X19JJaJGUN7mrYuImANQ,Entertainment
False,False,False,0.0,0.0,0.0,UCUtZaxDF3hD5VK4xRYFBePQ,Entertainment
False,True,False,0.06,0.0,0.0,UCfaZw8XH_zmAVkBst_MPD6w,Entertainment
False,False,False,0.0,0.0,0.0,UClkRzsdvg7_RKVhwDwiDZOA,Music
True,True,True,0.02,0.1,0.36,UCB0d0JLn1WcGYcwwZ87d2LA,Comedy
False,False,False,0.0,0.0,0.0,UCQ7x25F6YXY9DvGeHFxLhRQ,People & Blogs
False,False,False,0.0,0.0,0.0,UCi8e0iOVk1fEOogdfu4YgfA,Film and Animation
False,False,True,0.0,0.0,0.1,UCUAL--p3qAa27luR0IYbjZA,Film and Animation
True,False,False,0.0,0.12,0.0,UCilwZiBBfI9X6yiZRzWty8Q,Entertainment
False,False,False,0.0,0.0,0.0,UCRm96I5kmb_iGFofE5N691w,Music
False,True,True,0.04,0.0,0.84,UC_hSjGOO67A6gIDUcyuv_8A,Entertainment
False,False,False,0.0,0.0,0.0,UCR4s1DE9J4DHzZYXMltSMAg,Howto & Style
False,True,False,0.1,0.0,0.0,UCD9PZYV5heAevh9vrsYmt1g,Howto & Style
False,True,True,0.04,0.0,0.4,UCmh5gdwCx6lN7gEC20leNVA,People & Blogs
False,True,False,0.02,0.0,0.0,UCpcsv3Ow-8IhoUGDEfPetsQ,Entertainment
False,True,False,0.04,0.0,0.0,UCK5Q72Uyo73uRPk8PmM2A3w,Film and Animation
False,True,False,0.02,0.0,0.0,UCdxi8d8qRsRyUi2ERYjYb-w,Entertainment
False,False,False,0.0,0.0,0.0,UC7Pq3Ko42YpkCB_Q4E981jw,Education
True,True,True,0.02,0.04,0.1,UCo8bcnLyZH8tBIH9V1mLgqQ,Comedy
False,False,False,0.0,0.0,0.0,UChM5Ff2yVeIZ16EWiB081cg,Entertainment
True,False,False,0.0,0.04,0.0,UCm3hAp1m1xlAz0ve_EKAo4g,Gaming
False,False,False,0.0,0.0,0.0,UCBqFKDipsnzvJdt6UT0lMIg,People & Blogs
False,True,False,0.02,0.0,0.0,UCPDXXXJj9nax0fr0Wfc048g,Comedy
False,False,False,0.0,0.0,0.0,UCgc00bfF_PvO_2AvqJZHXFg,Music
False,False,False,0.0,0.0,0.0,UCqjjyPUghDSSKFBABM_CXMw,Music
False,True,False,0.02,0.0,0.0,UCvC4D8onUfXzvjTOM-dBfEA,Entertainment
False,False,True,0.0,0.0,0.26,UCn7dB9UMTBDjKtEKBy_XISw,Entertainment
False,False,False,0.0,0.0,0.0,UC65afEgL62PGFWXY7n6CUbA,Music
False,False,True,0.0,0.0,0.44,UCfRNJiafEm1LBBGFTTq4cXw,Entertainment
False,False,False,0.0,0.0,0.0,UC9zX2xZIJ4cnwRsgBpHGvMg,Music
True,False,False,0.0,0.02,0.0,UCpVm7bg6pXKo1Pr6k5kxG9A,Entertainment
True,True,True,0.06,0.36,0.1,UCzTKskwIc_-a0cGvCXA848Q,Howto & Style
False,False,False,0.0,0.0,0.0,UCAOtE1V7Ots4DjM8JLlrYgg,Film and Animation
False,True,False,0.02,0.0,0.0,UC5H_KXkPbEsGs0tFt8R35mA,Music
False,False,True,0.0,0.0,0.14,UCaum3Yzdl3TbBt8YUeUGZLQ,Music
False,False,False,0.0,0.0,0.0,UCMtpmPs9end-dTNwVq16g4Q,Music
False,False,False,0.0,0.0,0.0,UCWJ2lWNubArHWmf3FIHbfcQ,Sports
False,False,False,0.0,0.0,0.0,UCv8nzwVPQDRjkPCkEsOdEwA,Music
True,True,False,0.1,0.02,0.0,UCUK0HBIBWgM2c4vsPhkYY4w,Entertainment
False,False,True,0.0,0.0,1.0,UCelMeixAOTs2OQAAi9wU8-g,Entertainment
True,False,False,0.0,0.16,0.0,UCopY0NAzASqmD6eVaRj2TFQ,Music
False,True,False,0.02,0.0,0.0,UCKy1dAqELo0zrOtPkf0eTMw,Gaming
False,False,True,0.0,0.0,0.32,UCio_FVgKVgqcHrRiXDpnqbw,Music
False,False,False,0.0,0.0,0.0,UCoookXUzPciGrEZEXmh4Jjg,Entertainment
False,False,False,0.0,0.0,0.0,UCpYye8D5fFMUPf9nSfgd4bA,Education
False,True,False,0.04,0.0,0.0,UCmphdqZNmqL72WJ2uyiNw5w,News & Politics
False,True,True,0.04,0.0,0.04,UClVrJwcIy7saPcGc1nct80A,Music
False,False,False,0.0,0.0,0.0,UCbomPUMyPHCgrqD5iYnzj1A,Music
False,False,False,0.0,0.0,0.0,UCWOA1ZGywLbqmigxE4Qlvuw,Entertainment
True,False,False,0.0,0.04,0.0,UCmdY1pHB-KbFYxOyhwjVeQw,Music
False,False,False,0.0,0.0,0.0,UCIvqWqjC4aLvp7zI8hzARrA,Music
False,False,False,0.0,0.0,0.0,UCK9F8nycURBsR0YlrBsu1Ag,Film and Animation
True,False,False,0.0,0.16,0.0,UC3zVeAaoPEN1Tu25dW3G2Ig,Music
False,False,False,0.0,0.0,0.0,UCGdPm5Aq081vVD7ih9jZf6Q,Entertainment
True,True,False,0.24,0.02,0.0,UCHEf6T_gVq4tlW5i91ESiWg,Entertainment
False,True,False,0.08,0.0,0.0,UCplkk3J5wrEl0TNrthHjq4Q,Entertainment
False,False,True,0.0,0.0,0.22,UC56cowXhoqRWHeqfSJkIQaA,Music
False,False,False,0.0,0.0,0.0,UCaHNFIob5Ixv74f5on3lvIw,Music
False,False,False,0.0,0.0,0.0,UCm1dsgJNnhaLkY3uAdqN4mA,Music
False,True,False,0.04,0.0,0.0,UCh7EqOZt7EvO2osuKbIlpGg,Gaming
False,False,False,0.0,0.0,0.0,UCyC_4jvPzLiSkJkLIkA7B8g,Music
False,True,False,0.14,0.0,0.0,UCo_IB5145EVNcf8hw1Kku7w,Gaming
False,False,False,0.0,0.0,0.0,UCke6I9N4KfC968-yRcd5YRg,Gaming
False,True,False,0.02,0.0,0.0,UCClNRixXlagwAd--5MwJKCw,Gaming
False,False,False,0.0,0.0,0.0,UC1zZE_kJ8rQHgLTVfobLi_g,Education
False,False,True,0.0,0.0,0.02,UCn8zNIfYAQNdrFRrr8oibKw,Entertainment
False,True,True,0.02,0.0,0.86,UCC-RHF_77zQdKcA75hr5oTQ,Gaming
True,False,True,0.0,0.02,0.02,UCtylTUUVIGY_i5afsQYeBZA,Entertainment
False,False,False,0.0,0.0,0.0,UC5nc_ZtjKW1htCVZVRxlQAQ,Entertainment
False,True,False,0.02,0.0,0.0,UCRzzwLpLiUNIs6YOPe33eMg,Music
False,False,False,0.0,0.0,0.0,UC-J-KZfRV8c13fOCkhXdLiQ,Music
False,True,False,0.02,0.0,0.0,UChLN0bJgq6d15OK2HVB4YTg,Entertainment
False,False,False,0.0,0.0,0.0,UCe3yZzUwpmy2eKKmF9svX0Q,Music
False,False,True,0.0,0.0,0.6,UCxMAbVFmxKUVGAll0WVGpFw,Music
False,False,False,0.0,0.0,0.0,UCr8RjWUQ_9KYcIPmWiqBroQ,Music
False,False,False,0.0,0.0,0.0,UCvpDeGlR5wLP9Z3Tb6K0Xfg,Entertainment
False,False,False,0.0,0.0,0.0,UC5BMQOsAB8hKUyHu9KI6yig,Entertainment
False,False,False,0.0,0.0,0.0,UCfLuMSIDmeWRYpuCQL0OJ6A,Entertainment
False,False,False,0.0,0.0,0.0,UCe_Fx4EZAgKjDz0aQ_Y7hSA,Entertainment
False,True,False,0.02,0.0,0.0,UCKlhpmbHGxBE6uw9B_uLeqQ,Gaming
True,False,False,0.0,0.64,0.0,UCWRV5AVOlKJR1Flvgt310Cw,Howto & Style
False,True,False,0.04,0.0,0.0,UCJZ5gFXzSZ9i-R1HEnS8U_A,Entertainment
True,False,False,0.0,0.06,0.0,UCtinbF-Q-fVthA0qrFQTgXQ,People & Blogs
True,False,True,0.0,0.02,0.14,UCjwmbv6NE4mOh8Z8VhPUx1Q,Howto & Style
False,False,False,0.0,0.0,0.0,UCw1SQ6QRRtfAhrN_cjkrOgA,Gaming
False,False,False,0.0,0.0,0.0,UC_A7K2dXFsTMAciGmnNxy-Q,Music
False,False,False,0.0,0.0,0.0,UCt4atlExw8aj3Bm79nv1fig,Comedy
False,False,True,0.0,0.0,1.0,UCu59yAFE8fM0sVNTipR4edw,Entertainment
False,False,True,0.0,0.0,0.06,UCnyB9MYKRkSFK3IIB32CoVw,Music
False,False,False,0.0,0.0,0.0,UC2WuPTt0k8yDJpfenggOAVQ,Howto & Style
False,False,False,0.0,0.0,0.0,UCqdGW_m8Rim4FeMM29keDEg,Entertainment
False,True,False,0.02,0.0,0.0,UCIEv3lZ_tNXHzL3ox-_uUGQ,Entertainment
True,False,True,0.0,0.72,0.72,UCNdqe5zJ6k-i7XKoYWA4Z2g,Entertainment
False,True,False,0.16,0.0,0.0,UC4JCksJF76g_MdzPVBJoC3Q,Entertainment
False,True,False,0.54,0.0,0.0,UCNApqoVYJbYSrni4YsbXzyQ,Music
True,False,False,0.0,0.04,0.0,UC9lSZSYpDDE18hoFA7YlBpw,Gaming
False,False,False,0.0,0.0,0.0,UCiMhD4jzUqG-IgPzUmmytRQ,Music
False,False,False,0.0,0.0,0.0,UCF_fDSgPpBQuh1MsUTgIARQ,Music
False,True,True,0.02,0.0,0.02,UC2t5bjwHdUX4vM2g8TRDq5g,Gaming
False,True,False,0.2,0.0,0.0,UCKvn9VBLAiLiYL4FFJHri6g,Sports
False,False,False,0.0,0.0,0.0,UCczFdwWpVEpoqb-eMm4c4dQ,Entertainment
False,False,False,0.0,0.0,0.0,UCx8Z14PpntdaxCt2hakbQLQ,News & Politics
False,False,True,0.0,0.0,0.2,UCDo9msNItILnyF_Y2eHaNQg,Entertainment
False,False,False,0.0,0.0,0.0,UCS3VJQpFmLbBd5qsWci9KPA,Entertainment
True,False,False,0.0,0.06,0.0,UCe_vXdMrHHseZ_esYUskSBw,Science & Technology
False,False,False,0.0,0.0,0.0,UC1SqP7_RfOC9Jf9L_GRHANg,Music
True,True,False,0.04,0.02,0.0,UC6sSkkemzPjmrzS0Y0V_2zw,Entertainment
False,True,False,0.04,0.0,0.0,UC56D-IHcUvLVFTX_8NpQMXg,Entertainment
False,True,False,0.02,0.0,0.0,UC-LPIU24bQXVljUXivKEeRQ,Entertainment
False,False,False,0.0,0.0,0.0,UCWr4vlkj5xXQ4bSXNeTT2AA,Entertainment
True,True,True,0.02,0.04,0.04,UCzeB_0FNcPIyUSjL_TL5lEw,Entertainment
False,False,True,0.0,0.0,0.88,UCdI8evszfZvyAl2UVCypkTA,Music
False,False,False,0.0,0.0,0.0,UCV1JuyDF9Re3HyXFGeqnC7Q,Entertainment
False,False,False,0.0,0.0,0.0,UCpqXJOEqGS-TCnazcHCo0rA,Gaming
False,False,False,0.0,0.0,0.0,UCIeNlITYK46VkR7yIuTL8GQ,Entertainment
False,True,False,0.04,0.0,0.0,UCBwSufNse8VMBvQM_rCSvgQ,Entertainment
False,True,False,0.02,0.0,0.0,UC4-CH0epzZpD_ARhxCx6LaQ,People & Blogs
False,True,False,0.1,0.0,0.0,UCgefQJC5UgbWJHDxBqB4qVg,Comedy
False,True,True,0.12,0.0,0.94,UC70Dib4MvFfT1tU6MqeyHpQ,Entertainment
False,False,False,0.0,0.0,0.0,UCkXgEcpoTE4tHsebYBouWpA,People & Blogs
False,False,True,0.0,0.0,0.74,UC1OFDlfdRb6ma1ZGZd07gWA,Comedy
True,True,True,0.02,0.36,0.24,UCAoMPWcQKA_9Af5YhWdrZgw,Howto & Style
False,False,False,0.0,0.0,0.0,UC03RvJoIhm_fMwlUpm9ZvFw,Howto & Style
False,False,False,0.0,0.0,0.0,UCHvoq_rGmOKJKGId1nD1V4Q,Education
False,False,False,0.0,0.0,0.0,UCt-am4x4ZyeohfgM85qFgdQ,Music
False,True,False,0.18,0.0,0.0,UCsXVk37bltHxD1rDPwtNM8Q,Education
False,False,False,0.0,0.0,0.0,UCo6DJdltbIub80bLiyJRv3w,Entertainment
True,False,True,0.0,0.14,0.08,UCshoKvlZGZ20rVgazZp5vnQ,Gaming
False,False,True,0.0,0.0,0.44,UCay_OLhWtf9iklq8zg_or0g,People & Blogs
