has_affiliate,has_sponsorships,has_merchandise,sponsorship_frequency,affiliate_frequency,merch_frequency,channel_id
False,False,True,0.0,0.0,0.68,UCSAUGyc_xA8uYzaIVG6MESQ
False,False,False,0.0,0.0,0.0,UC4rasfm9J-X4jNl9SvXp8xA
False,False,False,0.0,0.0,0.0,UCEf_Bc-KVd7onSeifS3py9g
False,False,False,0.0,0.0,0.0,UC1l7wYrva1qCH-wgqcHaaRg
False,False,False,0.0,0.0,0.0,UCVtFOytbRpEvzLjvqGG5gxQ
False,False,True,0.0,0.0,0.16,UCT9zcQNlyht7fRlcjmflRSA
False,False,False,0.0,0.0,0.0,UCcvNYxWXR_5TjVK7cSCdW-g
False,False,True,0.0,0.0,0.12,UCF1JIbMUs6uqoZEY1Haw0GQ
False,True,False,0.44,0.0,0.0,UCsRM0YB_dabtEPGPTKo-gcw
False,True,True,0.7,0.0,0.12,UCbTLwN10NoCU4WDzLf1JMOA
False,False,False,0.0,0.0,0.0,UCmL1WlDI8UkXDXCXcBQN9CA
False,False,False,0.0,0.0,0.0,UCaayLD9i5x4MmIoVZxXSv_g
False,False,False,0.0,0.0,0.0,UCLsooMJoIpl_7ux2jvdPB-Q
False,False,True,0.0,0.0,0.86,UCVp3nfGRxmMadNDuVbJSk8A
False,False,False,0.0,0.0,0.0,UCG8rbF3g2AMX70yOd8vqIZg
False,False,True,0.0,0.0,0.82,UC3jOd7GUMhpgJRBhiLzuLsg
False,True,False,0.06,0.0,0.0,UCq3Ci-h945sbEYXpVlw7rJg
False,False,True,0.0,0.0,1.0,UC9gFih9rw0zNCK3ZtoKQQyA
False,False,True,0.0,0.0,0.02,UCsT0YIqwnpJCM-mx7-gSA4Q
False,True,False,0.08,0.0,0.0,UC0v-tlzsn0QZwJnkiaUSJVQ
False,False,False,0.0,0.0,0.0,UCcgVECVN4OKV6DH1jLkqmcA
False,False,False,0.0,0.0,0.0,UC1ciY6kR3yj3kaKZ6R7ewAg
False,False,False,0.0,0.0,0.0,UCByOQJjav0CUDwxCk-jVNRQ
False,False,False,0.0,0.0,0.0,UCtW7qWjpCZ8zps-Cf2NF26w
False,True,False,0.02,0.0,0.0,UCWi_65E_L8tQZ34C6wVAlpQ
False,False,False,0.0,0.0,0.0,UCw8ZhLPdQ0u_Y-TLKd61hGA
False,False,False,0.0,0.0,0.0,UCGnjeahCJW1AF34HBmQTJ-Q
False,False,False,0.0,0.0,0.0,UCwD4x63A9KC7Si2RuSfg-SA
False,False,True,0.0,0.0,0.28,UC-6czyMkxDi8E8akPl0c7_w
False,False,False,0.0,0.0,0.0,UCpko_-a4wgz2u_DgDgd9fqA
False,False,False,0.0,0.0,0.0,UCweOkPb1wVVH0Q0Tlj4a5Pw
False,False,True,0.0,0.0,0.02,UCEKWXRsfUHkan-D_ljU8Asw
False,True,True,0.12,0.0,0.54,UC7TTtOQKMXTWWMtWQMIgVSA
False,False,False,0.0,0.0,0.0,UCuHzBCaKmtaLcRAOoazhCPA
False,False,False,0.0,0.0,0.0,UCcYrdFJF7hmPXRNaWdrko4w
False,False,False,0.0,0.0,0.0,UCkAGrHCLFmlK3H2kd6isipg
False,True,False,0.02,0.0,0.0,UC2pmfLm7iq6Ov1UwYrWYkZA
False,False,True,0.0,0.0,0.08,UC_vcKmg67vjMP7ciLnSxSHQ
False,False,True,0.0,0.0,0.56,UC0VOyT2OCBKdQhF3BAbZ-1g
False,False,False,0.0,0.0,0.0,UCmBA_wu8xGg1OfOkfW13Q0Q
True,False,False,0.0,0.02,0.0,UCgFXm4TI8htWmCyJ6cVPG_A
True,False,False,0.0,0.14,0.0,UClZF7OsrECe3t_ADrjZEh_Q
False,False,False,0.0,0.0,0.0,UC_TVqp_SyG6j5hG-xVRy95A
False,True,False,0.02,0.0,0.0,UCLp8RBhQHu9wSsq62j_Md6A
False,False,True,0.0,0.0,0.02,UCxSz6JVYmzVhtkraHWZC7HQ
False,False,True,0.0,0.0,0.12,UCmv1CLT6ZcFdTJMHxaR9XeA
False,False,False,0.0,0.0,0.0,UCgwv23FVv3lqh567yagXfNg
False,False,False,0.0,0.0,0.0,UC2etEuPIfohP4P53wM0KImA
False,False,False,0.0,0.0,0.0,UC_x8HoD18XJkILQBreVENUQ
False,False,True,0.0,0.0,0.04,UC0WP5P-ufpRfjbNrmOWwLBQ
False,False,False,0.0,0.0,0.0,UCIjYyZxkFucP_W-tmXg_9Ow
False,False,False,0.0,0.0,0.0,UCWwWOFsW68TqXE-HZLC3WIA
False,False,False,0.0,0.0,0.0,UCPHjpfnnGklkRBBTd0k6aHg
False,False,True,0.0,0.0,0.84,UCpGdL9Sn3Q5YWUH2DVUW1Ug
False,False,True,0.0,0.0,0.36,UCeLHszkByNZtPKcaVXOCOQQ
False,False,False,0.0,0.0,0.0,UCucot-Zp428OwkyRm2I7v2Q
False,False,True,0.0,0.0,0.02,UC6pjHMC4QXMi4llCCjtDXWg
False,False,True,0.0,0.0,1.0,UCpB959t8iPrxQWj7G6n0ctQ
False,False,False,0.0,0.0,0.0,UCN9HPn2fq-NL8M5_kp4RWZQ
False,True,True,0.1,0.0,0.98,UCYVinkwSX7szARULgYpvhLw
False,True,False,0.02,0.0,0.0,UCttspZesZIDEwwpVIgoZtWQ
True,True,True,0.02,0.02,0.68,UCqwUrj10mAEsqezcItqvwEw
True,True,False,0.1,0.16,0.0,UCsTcErHg8oDvUnTzoqsYeNw
False,False,False,0.0,0.0,0.0,UCCrw5RBWF9i8VPt4IxL8IsQ
False,True,False,0.02,0.0,0.0,UCRWFSbif-RFENbBrSiez1DA
False,False,False,0.0,0.0,0.0,UCwppdrjsBPAZg5_cUwQjfMQ
False,False,False,0.0,0.0,0.0,UCDPM_n1atn2ijUwHd0NNRQw
True,False,True,0.0,0.68,0.68,UC4PooiX37Pld1T8J5SYT-SQ
False,False,False,0.0,0.0,0.0,UCAuUUnT6oDeKwE6v1NGQxug
False,True,False,0.04,0.0,0.0,UCa6vGFO9ty8v5KZJXQxdhaw
False,False,True,0.0,0.0,0.6,UC0DZmkupLYwc0yDsfocLh0A
False,False,False,0.0,0.0,0.0,UCZkURf9tDolFOeuw_4RD7XQ
False,True,False,0.02,0.0,0.0,UC7eHZXheF8nVOfwB2PEslMw
False,True,False,0.4,0.0,0.0,UComP_epzeKzvBX156r6pm1Q
False,False,False,0.0,0.0,0.0,UCi9cDo6239RAzPpBZO9y5SA
False,True,False,0.02,0.0,0.0,UCJFp8uSYCjXOMnkUyb3CQ3Q
False,False,False,0.0,0.0,0.0,UCkvK_5omS-42Ovgah8KRKtg
False,False,False,0.0,0.0,0.0,UC_W0_Nv-3rxpWVvosddhrPw
False,True,False,0.16,0.0,0.0,UC6E2mP01ZLH_kbAyeazCNdg
False,False,False,0.0,0.0,0.0,UCCI5Xsd_gCbZb9eTeOf9FdQ
False,False,False,0.0,0.0,0.0,UCgtNC51EUSgcZ6kKyVoPxKA
False,False,True,0.0,0.0,0.3,UCZU9T1ceaOgwfLRq7OKFU4Q
False,False,False,0.0,0.0,0.0,UCN1hnUccO4FD5WfM7ithXaw
False,False,False,0.0,0.0,0.0,UCD1Em4q90ZUK2R5HKesszJg
False,False,False,0.0,0.0,0.0,UC6nSFpj9HTCZ5t-N3Rm3-HA
False,False,True,0.0,0.0,0.3,UCNL1ZadSjHpjm4q9j2sVtOA
False,False,True,0.0,0.0,0.72,UCjK8ORC71kwyj1DWFwril_A
False,False,True,0.0,0.0,0.9,UCOhHO2ICt0ti9KAh-QHvttQ
False,False,False,0.0,0.0,0.0,UC-SV8-bUJfXjrRMnp7F8Wzw
False,False,False,0.0,0.0,0.0,UC57XAjJ04TY8gNxOWf-Sy0Q
False,True,False,0.02,0.0,0.0,UCHwBjRoGO1V-H8QYXjSVHkQ
False,True,False,0.02,0.0,0.0,UCfm4y4rHF5HGrSr-qbvOwOg
False,True,False,0.06,0.0,0.0,UCjtLOfx1yt1NlnFIDyAX3Ug
False,False,False,0.0,0.0,0.0,UCzI7wZyqk7jpXWT_MILjepw
False,False,True,0.0,0.0,0.44,UCMNmwqCtCSpftrbvR3KkHDA
False,False,True,0.0,0.0,0.92,UCMu5gPmKp5av0QCAajKTMhw
False,False,False,0.0,0.0,0.0,UCPDis9pjXuqyI7RYLJ-TTSA
False,False,False,0.0,0.0,0.0,UCyxbZF7_PK4nLiexj0kkCNg
False,False,False,0.0,0.0,0.0,UCT2X19JJaJGUN7mrYuImANQ
False,False,False,0.0,0.0,0.0,UCUtZaxDF3hD5VK4xRYFBePQ
False,True,False,0.06,0.0,0.0,UCfaZw8XH_zmAVkBst_MPD6w
False,False,False,0.0,0.0,0.0,UClkRzsdvg7_RKVhwDwiDZOA
True,True,True,0.02,0.1,0.36,UCB0d0JLn1WcGYcwwZ87d2LA
False,False,False,0.0,0.0,0.0,UCQ7x25F6YXY9DvGeHFxLhRQ
False,False,False,0.0,0.0,0.0,UCi8e0iOVk1fEOogdfu4YgfA
False,False,True,0.0,0.0,0.1,UCUAL--p3qAa27luR0IYbjZA
True,False,False,0.0,0.12,0.0,UCilwZiBBfI9X6yiZRzWty8Q
False,False,False,0.0,0.0,0.0,UCRm96I5kmb_iGFofE5N691w
False,True,True,0.04,0.0,0.84,UC_hSjGOO67A6gIDUcyuv_8A
False,False,False,0.0,0.0,0.0,UCR4s1DE9J4DHzZYXMltSMAg
False,True,False,0.1,0.0,0.0,UCD9PZYV5heAevh9vrsYmt1g
False,True,True,0.04,0.0,0.4,UCmh5gdwCx6lN7gEC20leNVA
False,True,False,0.02,0.0,0.0,UCpcsv3Ow-8IhoUGDEfPetsQ
False,True,False,0.04,0.0,0.0,UCK5Q72Uyo73uRPk8PmM2A3w
False,True,False,0.02,0.0,0.0,UCdxi8d8qRsRyUi2ERYjYb-w
False,False,False,0.0,0.0,0.0,UC7Pq3Ko42YpkCB_Q4E981jw
True,True,True,0.02,0.04,0.1,UCo8bcnLyZH8tBIH9V1mLgqQ
False,False,False,0.0,0.0,0.0,UChM5Ff2yVeIZ16EWiB081cg
True,False,False,0.0,0.04,0.0,UCm3hAp1m1xlAz0ve_EKAo4g
False,False,False,0.0,0.0,0.0,UCBqFKDipsnzvJdt6UT0lMIg
False,True,False,0.02,0.0,0.0,UCPDXXXJj9nax0fr0Wfc048g
False,False,False,0.0,0.0,0.0,UCgc00bfF_PvO_2AvqJZHXFg
False,False,False,0.0,0.0,0.0,UCqjjyPUghDSSKFBABM_CXMw
False,True,False,0.02,0.0,0.0,UCvC4D8onUfXzvjTOM-dBfEA
False,False,True,0.0,0.0,0.26,UCn7dB9UMTBDjKtEKBy_XISw
False,False,False,0.0,0.0,0.0,UC65afEgL62PGFWXY7n6CUbA
False,False,True,0.0,0.0,0.44,UCfRNJiafEm1LBBGFTTq4cXw
False,False,False,0.0,0.0,0.0,UC9zX2xZIJ4cnwRsgBpHGvMg
True,False,False,0.0,0.02,0.0,UCpVm7bg6pXKo1Pr6k5kxG9A
True,True,True,0.06,0.36,0.1,UCzTKskwIc_-a0cGvCXA848Q
False,False,False,0.0,0.0,0.0,UCAOtE1V7Ots4DjM8JLlrYgg
False,True,False,0.02,0.0,0.0,UC5H_KXkPbEsGs0tFt8R35mA
False,False,True,0.0,0.0,0.14,UCaum3Yzdl3TbBt8YUeUGZLQ
False,False,False,0.0,0.0,0.0,UCMtpmPs9end-dTNwVq16g4Q
False,False,False,0.0,0.0,0.0,UCWJ2lWNubArHWmf3FIHbfcQ
False,False,False,0.0,0.0,0.0,UCv8nzwVPQDRjkPCkEsOdEwA
True,True,False,0.1,0.02,0.0,UCUK0HBIBWgM2c4vsPhkYY4w
False,False,True,0.0,0.0,1.0,UCelMeixAOTs2OQAAi9wU8-g
True,False,False,0.0,0.16,0.0,UCopY0NAzASqmD6eVaRj2TFQ
False,True,False,0.02,0.0,0.0,UCKy1dAqELo0zrOtPkf0eTMw
False,False,True,0.0,0.0,0.32,UCio_FVgKVgqcHrRiXDpnqbw
False,False,False,0.0,0.0,0.0,UCoookXUzPciGrEZEXmh4Jjg
False,False,False,0.0,0.0,0.0,UCpYye8D5fFMUPf9nSfgd4bA
False,True,False,0.04,0.0,0.0,UCmphdqZNmqL72WJ2uyiNw5w
False,True,True,0.04,0.0,0.04,UClVrJwcIy7saPcGc1nct80A
False,False,False,0.0,0.0,0.0,UCbomPUMyPHCgrqD5iYnzj1A
False,False,False,0.0,0.0,0.0,UCWOA1ZGywLbqmigxE4Qlvuw
True,False,False,0.0,0.04,0.0,UCmdY1pHB-KbFYxOyhwjVeQw
False,False,False,0.0,0.0,0.0,UCIvqWqjC4aLvp7zI8hzARrA
False,False,False,0.0,0.0,0.0,UCK9F8nycURBsR0YlrBsu1Ag
True,False,False,0.0,0.16,0.0,UC3zVeAaoPEN1Tu25dW3G2Ig
False,False,False,0.0,0.0,0.0,UCGdPm5Aq081vVD7ih9jZf6Q
True,True,False,0.24,0.02,0.0,UCHEf6T_gVq4tlW5i91ESiWg
False,True,False,0.08,0.0,0.0,UCplkk3J5wrEl0TNrthHjq4Q
False,False,True,0.0,0.0,0.22,UC56cowXhoqRWHeqfSJkIQaA
False,False,False,0.0,0.0,0.0,UCaHNFIob5Ixv74f5on3lvIw
False,False,False,0.0,0.0,0.0,UCm1dsgJNnhaLkY3uAdqN4mA
False,True,False,0.04,0.0,0.0,UCh7EqOZt7EvO2osuKbIlpGg
False,False,False,0.0,0.0,0.0,UCyC_4jvPzLiSkJkLIkA7B8g
False,True,False,0.14,0.0,0.0,UCo_IB5145EVNcf8hw1Kku7w
False,False,False,0.0,0.0,0.0,UCke6I9N4KfC968-yRcd5YRg
False,True,False,0.02,0.0,0.0,UCClNRixXlagwAd--5MwJKCw
False,False,False,0.0,0.0,0.0,UC1zZE_kJ8rQHgLTVfobLi_g
False,False,True,0.0,0.0,0.02,UCn8zNIfYAQNdrFRrr8oibKw
False,True,True,0.02,0.0,0.86,UCC-RHF_77zQdKcA75hr5oTQ
True,False,True,0.0,0.02,0.02,UCtylTUUVIGY_i5afsQYeBZA
False,False,False,0.0,0.0,0.0,UC5nc_ZtjKW1htCVZVRxlQAQ
False,True,False,0.02,0.0,0.0,UCRzzwLpLiUNIs6YOPe33eMg
False,False,False,0.0,0.0,0.0,UC-J-KZfRV8c13fOCkhXdLiQ
False,True,False,0.02,0.0,0.0,UChLN0bJgq6d15OK2HVB4YTg
False,False,False,0.0,0.0,0.0,UCe3yZzUwpmy2eKKmF9svX0Q
False,False,True,0.0,0.0,0.6,UCxMAbVFmxKUVGAll0WVGpFw
False,False,False,0.0,0.0,0.0,UCr8RjWUQ_9KYcIPmWiqBroQ
False,False,False,0.0,0.0,0.0,UCvpDeGlR5wLP9Z3Tb6K0Xfg
False,False,False,0.0,0.0,0.0,UC5BMQOsAB8hKUyHu9KI6yig
False,False,False,0.0,0.0,0.0,UCfLuMSIDmeWRYpuCQL0OJ6A
False,False,False,0.0,0.0,0.0,UCe_Fx4EZAgKjDz0aQ_Y7hSA
False,True,False,0.02,0.0,0.0,UCKlhpmbHGxBE6uw9B_uLeqQ
True,False,False,0.0,0.64,0.0,UCWRV5AVOlKJR1Flvgt310Cw
False,True,False,0.04,0.0,0.0,UCJZ5gFXzSZ9i-R1HEnS8U_A
True,False,False,0.0,0.06,0.0,UCtinbF-Q-fVthA0qrFQTgXQ
True,False,True,0.0,0.02,0.14,UCjwmbv6NE4mOh8Z8VhPUx1Q
False,False,False,0.0,0.0,0.0,UCw1SQ6QRRtfAhrN_cjkrOgA
False,False,False,0.0,0.0,0.0,UC_A7K2dXFsTMAciGmnNxy-Q
False,False,False,0.0,0.0,0.0,UCt4atlExw8aj3Bm79nv1fig
False,False,True,0.0,0.0,1.0,UCu59yAFE8fM0sVNTipR4edw
False,False,True,0.0,0.0,0.06,UCnyB9MYKRkSFK3IIB32CoVw
False,False,False,0.0,0.0,0.0,UC2WuPTt0k8yDJpfenggOAVQ
False,False,False,0.0,0.0,0.0,UCqdGW_m8Rim4FeMM29keDEg
False,True,False,0.02,0.0,0.0,UCIEv3lZ_tNXHzL3ox-_uUGQ
True,False,True,0.0,0.72,0.72,UCNdqe5zJ6k-i7XKoYWA4Z2g
False,True,False,0.16,0.0,0.0,UC4JCksJF76g_MdzPVBJoC3Q
False,True,False,0.54,0.0,0.0,UCNApqoVYJbYSrni4YsbXzyQ
True,False,False,0.0,0.04,0.0,UC9lSZSYpDDE18hoFA7YlBpw
False,False,False,0.0,0.0,0.0,UCiMhD4jzUqG-IgPzUmmytRQ
False,False,False,0.0,0.0,0.0,UCF_fDSgPpBQuh1MsUTgIARQ
False,True,True,0.02,0.0,0.02,UC2t5bjwHdUX4vM2g8TRDq5g
False,True,False,0.2,0.0,0.0,UCKvn9VBLAiLiYL4FFJHri6g
False,False,False,0.0,0.0,0.0,UCczFdwWpVEpoqb-eMm4c4dQ
False,False,False,0.0,0.0,0.0,UCx8Z14PpntdaxCt2hakbQLQ
False,False,True,0.0,0.0,0.2,UCDo9msNItILnyF_Y2eHaNQg
False,False,False,0.0,0.0,0.0,UCS3VJQpFmLbBd5qsWci9KPA
True,False,False,0.0,0.06,0.0,UCe_vXdMrHHseZ_esYUskSBw
False,False,False,0.0,0.0,0.0,UC1SqP7_RfOC9Jf9L_GRHANg
True,True,False,0.04,0.02,0.0,UC6sSkkemzPjmrzS0Y0V_2zw
False,True,False,0.04,0.0,0.0,UC56D-IHcUvLVFTX_8NpQMXg
False,True,False,0.02,0.0,0.0,UC-LPIU24bQXVljUXivKEeRQ
False,False,False,0.0,0.0,0.0,UCWr4vlkj5xXQ4bSXNeTT2AA
True,True,True,0.02,0.04,0.04,UCzeB_0FNcPIyUSjL_TL5lEw
False,False,True,0.0,0.0,0.88,UCdI8evszfZvyAl2UVCypkTA
False,False,False,0.0,0.0,0.0,UCV1JuyDF9Re3HyXFGeqnC7Q
False,False,False,0.0,0.0,0.0,UCpqXJOEqGS-TCnazcHCo0rA
False,False,False,0.0,0.0,0.0,UCIeNlITYK46VkR7yIuTL8GQ
False,True,False,0.04,0.0,0.0,UCBwSufNse8VMBvQM_rCSvgQ
False,True,False,0.02,0.0,0.0,UC4-CH0epzZpD_ARhxCx6LaQ
False,True,False,0.1,0.0,0.0,UCgefQJC5UgbWJHDxBqB4qVg
False,True,True,0.12,0.0,0.94,UC70Dib4MvFfT1tU6MqeyHpQ
False,False,False,0.0,0.0,0.0,UCkXgEcpoTE4tHsebYBouWpA
False,False,True,0.0,0.0,0.74,UC1OFDlfdRb6ma1ZGZd07gWA
True,True,True,0.02,0.36,0.24,UCAoMPWcQKA_9Af5YhWdrZgw
False,False,False,0.0,0.0,0.0,UC03RvJoIhm_fMwlUpm9ZvFw
False,False,False,0.0,0.0,0.0,UCHvoq_rGmOKJKGId1nD1V4Q
False,False,False,0.0,0.0,0.0,UCt-am4x4ZyeohfgM85qFgdQ
False,True,False,0.18,0.0,0.0,UCsXVk37bltHxD1rDPwtNM8Q
False,False,False,0.0,0.0,0.0,UCo6DJdltbIub80bLiyJRv3w
True,False,True,0.0,0.14,0.08,UCshoKvlZGZ20rVgazZp5vnQ
False,False,True,0.0,0.0,0.44,UCay_OLhWtf9iklq8zg_or0g
False,True,False,0.98,0.0,0.0,UCX_uPA_dGf7wXjuMEaSKLJA
False,True,False,0.04,0.0,0.0,UC-0D1RlSzcvBoODCKSoLl2g
False,False,True,0.0,0.0,0.32,UC3PdiRW5dUA4V70ueeR1eHA
False,False,False,0.0,0.0,0.0,UCE_M8A5yxnLfW0KghEeajjw
True,True,True,0.02,0.04,0.96,UCITqR49EAUY8i1vZtXTwe-A
False,False,False,0.0,0.0,0.0,UCmKdSrwf1e8coqAzUsrVHZw
False,False,False,0.0,0.0,0.0,UC1r4VtVE__5K6c_L_3Vlxxg
True,False,True,0.0,0.66,0.68,UCeV2O_6QmFaaKBZHY3bJgsA
False,True,True,0.28,0.0,0.26,UCd1fLoVFooPeWqCEYVUJZqg
False,False,False,0.0,0.0,0.0,UCHcn4Ux-sO9nzNu7rDsoQLg
False,True,False,0.02,0.0,0.0,UC0YvTCy1I4_a-3pn47_5DBA
True,False,True,0.0,0.02,0.08,UCnOVVuoLJ_1YY8A0V802wHA
False,False,False,0.0,0.0,0.0,UCBw-Dz6wHRkxiXKCLoWqDzA
False,False,True,0.0,0.0,0.96,UCwaNuezahYT3BOjfXsne2mg
False,True,False,0.04,0.0,0.0,UCx790OVgpTC1UVBQIqu3gnQ
False,False,False,0.0,0.0,0.0,UCNzsYU0aWwjERj-9Y9HUEng
False,True,False,0.02,0.0,0.0,UCY1kMZp36IQSyNx_9h4mpCg
False,False,False,0.0,0.0,0.0,UCDCNmuaOXOo25Yn4mbMHhhQ
False,True,False,0.02,0.0,0.0,UC1ieoHqKW-yYgDhLHIcx28w
False,False,False,0.0,0.0,0.0,UCiBigY9XM-HaOxUc269ympg
False,False,False,0.0,0.0,0.0,UCe4LM_eKc9ywRmVuBm5pjQg
False,True,True,0.02,0.0,0.88,UCBUVGPsJzc1U8SECMgBaMFw
True,False,True,0.0,0.06,0.68,UCe56RtxwepRSyZ-b--SedOw
False,False,False,0.0,0.0,0.0,UCvrhwpnp2DHYQ1CbXby9ypQ
False,False,False,0.0,0.0,0.0,UCrqsNpKuDQZreGaxBL_a5Jg
False,False,False,0.0,0.0,0.0,UC1KPy3cAAj0i0RIFC_SzjMg
False,True,False,0.02,0.0,0.0,UCVbPnm-qCjH-8Yl1-k4BQkA
True,True,True,0.02,0.7,0.74,UCBJycsmduvYEL83R_U4JriQ
False,False,True,0.0,0.0,0.38,UCpx_k19S2vUutWUUM9qmXEg
False,False,False,0.0,0.0,0.0,UCr8EWTz_8ljPyE27CiSbsGw
False,False,False,0.0,0.0,0.0,UCBQZwaNPFfJ1gZ1fLZpAEGw
False,False,False,0.0,0.0,0.0,UCFeUyPY6W8qX8w2o6oSiRmw
False,False,False,0.0,0.0,0.0,UCX6b17PVsYBQ0ip5gyeme-Q
False,True,False,0.06,0.0,0.0,UC-F6LZSWz34xKknY8NNCzgQ
